Timestamp,What is your age?,Do you have an innie or an outie? ,Have you ever felt insecure about the look of your vulva?,Have you ever felt discomfort while wearing underwear due to the size of your vulva/size of the underwear?,Do you find that some underwear gussets (the crotch) are too small?,Have you ever gotten BV or a yeast infection from wearing underwear that wasn't breathable or was too tight?,"What is the average width of the underwear gussets in your underwear drawer? (measure the width of the crotch of a few pairs, add up all of the numbers, and divide that new number by the total number of pairs you counted)",What is your favorite underwear style?,What is your favorite type of rise?,What styles or colors do you want Cherri to make?,Any other feedback or comments for Cherri?
2021-08-24 01:45:58.877,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 01:46:04.466,40 +,Innie,No,No,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 01:46:38.310,Under 18,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:47:47.239,25 - 32,Innie,Yes,No,Yes,No,,Brief,Midrise,Black,N/a
2021-08-24 01:47:47.413,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:48:06.061,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Black and strappy yet not pinchy 😅,
2021-08-24 01:48:18.650,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:49:54.623,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,Days of the week lol ,
2021-08-24 01:50:38.329,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,Lavender,
2021-08-24 01:53:03.135,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:53:33.804,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Lowrise,,
2021-08-24 01:54:03.610,18 - 24,Outie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:55:04.818,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,"cherry pattern, tie dye, buffalo checker, nude",
2021-08-24 01:55:20.309,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:55:24.132,25 - 32,Outie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:55:45.862,18 - 24,Outie,Yes,Yes,No,No,,Thong,Midrise,,
2021-08-24 01:55:55.958,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:56:43.340,33 - 39,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 01:58:56.305,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Green,
2021-08-24 02:00:19.755,18 - 24,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Tiedye,
2021-08-24 02:00:26.730,25 - 32,Innie,No,No,No,No,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-24 02:01:20.043,25 - 32,Innie,Yes,No,Yes,Yes,,Thong,Midrise,,
2021-08-24 02:01:24.547,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,"Blues, greens, black",
2021-08-24 02:01:45.609,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 02:03:39.482,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Anything,
2021-08-24 02:06:20.810,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Lowrise,Black,
2021-08-24 02:07:59.498,Under 18,Innie,Yes,No,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-24 02:08:05.303,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 02:08:51.827,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 02:10:05.357,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Love classics with a twist - like still metrical but maybe with some cool piping? Idk how to describe what I’m thinking sorry if this isn’t helpful 😂 like neutrals but patterned ,Period undies! 
2021-08-24 02:11:04.384,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 02:11:23.893,18 - 24,Outie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-24 02:11:26.011,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 02:13:05.689,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-24 02:13:30.237,25 - 32,Innie,No,Yes,Yes,Yes,,Shortie/Boxer,Midrise,Witchy/goth vibes ,Nope!
2021-08-24 02:14:13.614,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,Bright pink,
2021-08-24 02:14:41.750,25 - 32,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-24 02:14:55.938,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 02:17:24.420,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,simple patterns,
2021-08-24 02:17:47.339,18 - 24,Innie,No,No,Yes,Yes,,Thong,Lowrise,,
2021-08-24 02:17:50.065,18 - 24,Innie,No,No,Yes,Yes,,Thong,Lowrise,,
2021-08-24 02:20:14.280,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 02:20:19.128,33 - 39,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 02:20:27.321,18 - 24,Innie,No,Yes,No,Yes,,Thong,Midrise,I love neutral colors! Especially nude colors so when I am wearing white garments my underwear doesn’t show! ,I think you’re awesome 
2021-08-24 02:21:12.068,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 02:21:14.377,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Lowrise,,
2021-08-24 02:21:22.078,33 - 39,Outie,Yes,Yes,Yes,No,,Thong,Midrise,"Tie dye, neons",
2021-08-24 02:22:03.048,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 02:24:30.803,18 - 24,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-24 02:24:58.472,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 02:25:33.922,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 02:25:58.933,Under 18,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 02:26:44.074,18 - 24,Outie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 02:27:45.249,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,nude,
2021-08-24 02:28:20.427,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 02:28:38.181,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Cotton cheeky for curvy women,
2021-08-24 02:29:35.298,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 02:29:49.595,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,Neutrals/patterns,
2021-08-24 02:29:55.530,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 02:30:03.832,Under 18,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,fun patterns!,
2021-08-24 02:30:55.227,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Anything blue tbh,You’re doing great things! Keep it up! 
2021-08-24 02:31:48.678,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Seamless & seasonal colors,
2021-08-24 02:32:43.598,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Seamless,
2021-08-24 02:33:58.735,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,i haven’t looked at the site yet but blues are my shit xx :),thank u for making a wider gusset- i. love. you.<3
2021-08-24 02:35:37.360,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Nude for black women,
2021-08-24 02:37:32.325,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 02:38:30.860,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Midrise,Black,
2021-08-24 02:38:43.829,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 02:39:20.271,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,"Black, lace, cheeky, comfy, cute",:)
2021-08-24 02:39:35.850,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 02:40:42.247,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 02:40:52.238,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 02:40:57.102,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,"Magenta, sage green, aqua blue, and pale yellows  ",
2021-08-24 02:40:59.504,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 02:41:19.634,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Any,
2021-08-24 02:42:03.204,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 02:42:08.185,25 - 32,Outie,Yes,No,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 02:43:34.497,40 +,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 02:43:44.210,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,Very colorful pattern,
2021-08-24 02:44:20.333,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 02:44:23.434,18 - 24,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,boy short that is wide enough in the front ,
2021-08-24 02:44:39.763,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Blue ,
2021-08-24 02:46:34.298,25 - 32,Innie,No,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 02:46:36.179,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,Blue!,
2021-08-24 02:48:21.187,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 02:52:31.664,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,"Black, nude, and lilac, I like a silky feel and no harsh lines ",
2021-08-24 02:53:03.584,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 02:53:47.119,33 - 39,Innie,Yes,No,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Blue black pink beige,
2021-08-24 02:56:23.598,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 02:58:03.633,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,"Nudes, solid colors, Seamless panties ",
2021-08-24 03:01:22.931,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 03:03:16.085,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 03:05:22.126,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,"Unique lace, Greek mythological creature/deity vibes ",
2021-08-24 03:05:53.037,25 - 32,Innie,No,No,Yes,No,,Cheeky,Midrise,,
2021-08-24 03:12:17.929,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 03:13:31.945,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Seamless ,
2021-08-24 03:14:10.964,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Colorful plus sizes!,
2021-08-24 03:14:31.308,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Prints! Bright colors too ,
2021-08-24 03:15:09.901,18 - 24,Innie,No,Yes,Yes,No,,Thong,Lowrise,no show/seamless,
2021-08-24 03:15:14.785,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,"Lace, patterns, just cute underwear that is bigger for the vulvas ",More patterns and colors to choose from as you grow as a company (: 
2021-08-24 03:15:37.309,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 03:15:51.612,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 03:15:58.830,Under 18,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,pink and lacey,
2021-08-24 03:16:07.688,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,Teal would be nice,
2021-08-24 03:16:22.357,18 - 24,Outie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-24 03:16:29.299,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,Blacks and neutrals,
2021-08-24 03:17:49.299,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,"Cow print, floral, or bold solid colors",
2021-08-24 03:18:29.975,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 03:19:59.801,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 03:20:42.843,18 - 24,Outie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-24 03:21:06.170,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 03:24:52.169,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,No preference!,
2021-08-24 03:24:53.707,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,Cute with bling,
2021-08-24 03:25:45.432,25 - 32,Innie,No,No,Yes,Yes,,Shortie/Boxer,Midrise,Black ,
2021-08-24 03:27:22.669,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 03:28:36.155,Under 18,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 03:30:23.131,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 03:38:23.635,18 - 24,Outie,No,Yes,Yes,No,,Brief,Midrise,,
2021-08-24 03:43:08.685,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 03:45:14.533,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,Pinkkkkkw,
2021-08-24 03:46:15.518,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Lowrise,sage green,
2021-08-24 03:47:50.238,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 03:50:13.017,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Highwaisted,skin tones and cute plus sized patterns ,
2021-08-24 03:53:41.007,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Lowrise,,
2021-08-24 03:56:34.358,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 03:57:54.999,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 04:08:28.425,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 04:13:55.090,18 - 24,Innie,No,No,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 04:18:45.703,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 04:22:32.651,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 04:26:03.399,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 04:28:36.285,18 - 24,Outie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,Goth ,Love you girl 
2021-08-24 04:28:55.860,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Lilac ,
2021-08-24 04:30:52.939,25 - 32,Innie,Yes,No,Yes,No,,Thong,Midrise,,
2021-08-24 04:48:27.936,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 05:22:33.402,18 - 24,Outie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-08-24 05:23:46.475,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,all ❤️,
2021-08-24 05:28:55.018,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 05:29:23.027,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Dark green,
2021-08-24 05:30:27.274,18 - 24,Innie,No,Yes,Yes,No,,Brief,Highwaisted,Boyshorts!,
2021-08-24 05:44:01.983,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,Things that are girly but not childish ,
2021-08-24 05:46:26.493,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 06:16:14.780,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 06:33:02.614,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 06:34:25.311,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,SPOOKY/HALLOWEEN PLS,I think you’re doing amazing ❤️
2021-08-24 06:41:20.495,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,Anything pink or black :),
2021-08-24 06:45:53.555,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 06:46:07.053,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 06:49:38.299,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 06:53:25.974,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 06:54:20.506,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,Neutrals for every skin tone,
2021-08-24 06:57:49.331,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 06:59:11.413,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 07:07:50.139,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,"Mid/high rise cheeky, with no thick elastic bands ",
2021-08-24 07:16:54.686,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,All the colours,
2021-08-24 07:20:40.908,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 07:21:42.386,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-24 07:26:04.130,18 - 24,Outie,Yes,No,No,Yes,,Thong,Midrise,Green,
2021-08-24 07:26:16.139,25 - 32,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-24 07:28:28.808,25 - 32,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 07:34:17.130,25 - 32,Innie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-24 07:35:22.313,18 - 24,Innie,No,No,Yes,Yes,,Brief,Midrise,,
2021-08-24 07:35:35.270,25 - 32,Innie,No,Yes,No,No,,Brief,Midrise,Nudes (all skin tones!) to be worn under white dresses or pants. That’s the hardest for me,
2021-08-24 07:35:58.341,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 07:38:23.878,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 07:39:39.691,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,Emerald green,
2021-08-24 07:40:21.764,25 - 32,Outie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 07:40:22.643,18 - 24,Innie,No,No,Yes,No,,Thong,Midrise,,
2021-08-24 07:40:46.678,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,"Cute patterns. Even if I have to wear a boring outfit, knowing I have Cute undies makes me feel confident ",
2021-08-24 07:42:39.797,18 - 24,Outie,Yes,No,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 07:44:45.587,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Black,
2021-08-24 07:46:16.371,25 - 32,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-24 07:46:41.332,18 - 24,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-24 07:50:27.288,25 - 32,Outie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-24 07:50:29.391,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,"Blue, green, purple - different shades",
2021-08-24 07:52:35.182,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 07:56:19.626,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Midrise,Purple and black,
2021-08-24 07:56:39.842,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 07:58:53.547,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Fun patterns,
2021-08-24 08:00:07.792,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,"Lace trim, any colour",
2021-08-24 08:04:24.159,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,Purple ,
2021-08-24 08:07:41.336,33 - 39,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 08:09:04.831,18 - 24,Outie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,Black,
2021-08-24 08:09:32.675,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 08:10:22.057,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 08:10:28.225,25 - 32,Innie,No,Yes,Yes,No,,Brief,Midrise,Fullfull brief and purple ,
2021-08-24 08:14:25.069,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Midrise,"Witchy, trippy vibes",
2021-08-24 08:14:39.610,18 - 24,Outie,Yes,No,Yes,No,,Thong,Midrise,,
2021-08-24 08:16:53.912,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 08:17:49.278,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,Purple ,
2021-08-24 08:20:07.630,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 08:20:26.775,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 08:21:05.997,18 - 24,Innie,No,Yes,Yes,No,,Brief,Highwaisted,"black, neon pink",
2021-08-24 08:21:06.128,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Purple,
2021-08-24 08:24:09.714,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 08:25:02.824,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 08:34:23.912,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 08:37:44.039,18 - 24,Innie,No,No,Yes,Yes,,Cheeky,Midrise,Cinderella blue,
2021-08-24 08:40:50.407,25 - 32,Innie,No,No,Yes,Yes,,Cheeky,Highwaisted,I love all colors! ,
2021-08-24 08:51:59.612,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Halloween!,
2021-08-24 08:52:09.742,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 08:54:01.800,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 08:59:13.332,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,Lace,
2021-08-24 09:01:22.527,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 09:01:43.915,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 09:15:36.649,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,I am excited to try anything! I’m not picky at all! ,"No feedback just yet, thanks!"
2021-08-24 09:18:21.463,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 09:19:33.896,25 - 32,Innie,No,No,Yes,No,,Thong,Highwaisted,,
2021-08-24 09:20:08.539,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 09:20:15.604,18 - 24,Outie,Yes,No,Yes,No,,Thong,Midrise,,
2021-08-24 09:27:23.057,18 - 24,Outie,No,Yes,No,Yes,,Thong,Highwaisted,,
2021-08-24 09:28:47.259,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 09:28:55.517,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 09:31:16.293,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 09:31:26.123,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 09:31:38.981,40 +,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Grey,
2021-08-24 09:39:25.209,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 09:41:31.891,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 09:41:36.121,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 09:45:16.150,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Midrise,Bikini style with high-cut sides would be awesome!,What you’re doing is fantastic :)
2021-08-24 09:47:23.307,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"Red wine, royal blue",Thank you for what you do! 
2021-08-24 09:47:33.368,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 09:48:22.054,18 - 24,Outie,No,Yes,Yes,Yes,,Shortie/Boxer,Midrise,black,
2021-08-24 09:48:54.647,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 09:49:32.070,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 09:49:37.623,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Holiday themed panties!,Love this!!
2021-08-24 10:07:35.514,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 10:07:46.658,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 10:07:53.867,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 10:10:10.207,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"red, black, nudes",
2021-08-24 10:11:17.526,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 10:11:44.977,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 10:12:17.763,25 - 32,Outie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
